,experiment,date,hour,device_make,platform_os,browser,yes,no
7428,control,2020-07-04,14,Generic Smartphone,6,Chrome Mobile,0,0
5898,exposed,2020-07-04,15,Generic Smartphone,6,Chrome Mobile,0,0
376,exposed,2020-07-04,12,Generic Smartphone,6,Chrome Mobile,0,0
5895,exposed,2020-07-04,17,Generic Smartphone,6,Chrome Mobile,0,1
5864,control,2020-07-04,18,Samsung SM-G930F,6,Samsung Internet,0,0
380,exposed,2020-07-04,2,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
7435,control,2020-07-04,18,Generic Smartphone,6,Chrome Mobile,0,0
5855,control,2020-07-04,13,iPhone,5,Mobile Safari UI/WKWebView,0,0
5844,control,2020-07-04,11,LG-$2,6,Chrome Mobile,1,0
385,exposed,2020-07-04,12,Generic Smartphone,6,Chrome Mobile,0,0
393,exposed,2020-07-04,0,Samsung SM-A320FL,6,Chrome Mobile WebView,1,0
5999,exposed,2020-07-04,16,Generic Smartphone,6,Chrome Mobile,0,0
308,exposed,2020-07-04,2,Generic Smartphone,6,Chrome Mobile,0,0
6002,control,2020-07-04,1,Generic Smartphone,6,Chrome Mobile,0,1
6009,control,2020-07-04,20,Generic Smartphone,6,Chrome Mobile,1,0
6121,control,2020-07-04,20,Generic Smartphone,6,Chrome Mobile,0,0
6116,exposed,2020-07-04,7,Generic Smartphone,6,Chrome Mobile,1,0
6106,control,2020-07-04,2,Generic Smartphone,6,Chrome Mobile,0,0
6095,control,2020-07-04,12,Generic Smartphone,6,Chrome Mobile,0,1
323,exposed,2020-07-04,5,Samsung SM-G960F,6,Chrome Mobile WebView,0,1
6088,control,2020-07-04,10,DLI-L22,6,Facebook,0,1
6081,exposed,2020-07-04,22,Samsung SM-G965F,6,Chrome Mobile WebView,0,0
327,exposed,2020-07-04,6,Generic Smartphone,6,Chrome Mobile,0,0
6078,exposed,2020-07-04,13,Generic Smartphone,6,Chrome Mobile,0,0
6072,exposed,2020-07-04,2,ANE-LX1,6,Facebook,1,0
330,control,2020-07-04,18,Generic Smartphone,6,Chrome Mobile,0,0
331,exposed,2020-07-04,15,Generic Smartphone,6,Chrome Mobile,0,0
6065,control,2020-07-04,4,Generic Smartphone,6,Chrome Mobile,0,0
332,control,2020-07-04,0,Generic Smartphone,6,Chrome Mobile,0,0
6057,control,2020-07-04,11,Generic Smartphone,6,Chrome Mobile,1,0
6049,exposed,2020-07-04,6,Samsung SM-G965F,6,Chrome Mobile WebView,1,0
6045,exposed,2020-07-04,13,Generic Smartphone,6,Chrome Mobile,0,0
7410,exposed,2020-07-04,18,Generic Smartphone,6,Chrome Mobile,0,0
6034,exposed,2020-07-04,12,Samsung SM-A202F,6,Chrome Mobile WebView,0,0
6030,exposed,2020-07-04,3,Generic Smartphone,6,Chrome Mobile,0,0
7412,exposed,2020-07-04,9,Generic Smartphone,6,Chrome Mobile,0,0
6019,exposed,2020-07-04,20,Generic Smartphone,6,Chrome Mobile,0,0
6014,control,2020-07-04,1,MRD-LX1,6,Chrome Mobile WebView,0,0
6006,control,2020-07-04,8,Generic Smartphone,6,Chrome Mobile,0,0
6579,control,2020-07-04,17,iPhone,5,Mobile Safari UI/WKWebView,0,0
6581,exposed,2020-07-04,2,Samsung SM-G900F,6,Chrome Mobile WebView,0,0
182,exposed,2020-07-04,20,Generic Smartphone,6,Chrome Mobile,0,0
7101,exposed,2020-07-04,20,Generic Smartphone,6,Facebook,0,0
7094,exposed,2020-07-04,1,Generic Smartphone,6,Chrome Mobile,0,0
7091,exposed,2020-07-04,4,Generic Smartphone,6,Chrome Mobile,0,0
7089,control,2020-07-04,20,X4_Soul_Infinity_Z,6,Facebook,0,1
7077,exposed,2020-07-04,4,Generic Smartphone,6,Chrome Mobile,0,0
7066,exposed,2020-07-04,19,Generic Smartphone,6,Chrome Mobile,0,0
7058,exposed,2020-07-04,9,Generic Smartphone,6,Chrome Mobile,0,0
7054,control,2020-07-04,4,Generic Smartphone,6,Chrome Mobile,1,0
7050,control,2020-07-04,12,Generic Smartphone,6,Chrome Mobile,0,0
7049,exposed,2020-07-04,9,Samsung SM-A405FN,6,Samsung Internet,0,0
7045,exposed,2020-07-04,2,F3111,6,Chrome Mobile WebView,0,0
7038,exposed,2020-07-04,6,Samsung SM-G975F,6,Chrome Mobile WebView,0,0
7033,control,2020-07-04,11,Generic Smartphone,6,Chrome Mobile,1,0
7024,exposed,2020-07-04,7,G3121,6,Chrome Mobile WebView,0,0
7295,control,2020-07-04,19,Generic Smartphone,6,Chrome Mobile,0,0
7017,control,2020-07-04,10,Samsung SM-G975F,6,Samsung Internet,0,0
7013,exposed,2020-07-04,11,Generic Smartphone,6,Chrome Mobile,0,0
75,exposed,2020-07-04,16,Generic Smartphone,6,Chrome Mobile,0,0
7005,exposed,2020-07-04,20,Generic Smartphone,6,Chrome Mobile,1,0
7001,exposed,2020-07-04,12,POT-LX1,6,Chrome Mobile WebView,0,0
76,control,2020-07-04,20,Generic Smartphone,6,Chrome Mobile,0,0
6998,exposed,2020-07-04,6,Samsung SM-A600FN,6,Chrome Mobile WebView,0,0
7298,exposed,2020-07-04,17,Generic Smartphone,6,Chrome Mobile,0,0
53,exposed,2020-07-04,17,Generic Smartphone,6,Chrome Mobile,0,0
6973,control,2020-07-04,12,ANE-LX1,6,Facebook,0,1
7103,control,2020-07-04,3,Generic Smartphone,6,Chrome Mobile,0,0
7286,exposed,2020-07-04,15,Generic Smartphone,6,Chrome Mobile,0,1
7263,control,2020-07-04,11,Samsung SM-A530F,6,Samsung Internet,0,0
7245,control,2020-07-04,7,Generic Smartphone,6,Chrome Mobile,0,0
8,exposed,2020-07-04,0,Generic Smartphone,6,Chrome Mobile WebView,0,0
7273,exposed,2020-07-04,18,Generic Smartphone,6,Chrome Mobile,0,0
8074,control,2020-07-04,9,Generic Smartphone,6,Chrome Mobile,0,0
14,exposed,2020-07-04,15,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
16,exposed,2020-07-04,16,Generic Smartphone,6,Chrome Mobile,1,0
17,control,2020-07-04,7,Generic Smartphone,6,Chrome Mobile,0,0
7218,exposed,2020-07-04,20,Generic Smartphone,6,Chrome Mobile,0,0
7217,control,2020-07-04,14,Generic Smartphone,6,Chrome Mobile,0,1
7216,control,2020-07-04,11,Samsung SM-G970F,6,Facebook,1,0
7211,control,2020-07-04,10,Samsung SM-A105FN,6,Samsung Internet,0,0
7205,exposed,2020-07-04,0,LG-$2,6,Chrome Mobile,0,0
7190,control,2020-07-04,10,Generic Smartphone,6,Chrome Mobile,0,0
7178,control,2020-07-04,7,Generic Smartphone,6,Chrome Mobile,0,0
33,control,2020-07-04,19,XT1032,6,Chrome Mobile WebView,0,0
7156,exposed,2020-07-04,18,Generic Smartphone,6,Chrome Mobile,1,0
7147,exposed,2020-07-04,13,Generic Smartphone,6,Chrome Mobile,0,0
7140,control,2020-07-04,7,Samsung SM-A105FN,6,Samsung Internet,0,0
7135,exposed,2020-07-04,13,Samsung SM-A505FN,6,Chrome Mobile WebView,0,0
7132,control,2020-07-04,8,Generic Smartphone,6,Chrome Mobile,0,0
43,exposed,2020-07-04,17,Samsung SM-G930F,6,Chrome Mobile WebView,0,0
7123,control,2020-07-04,16,Generic Smartphone,6,Chrome Mobile,1,0
51,control,2020-07-04,4,iPhone,5,Mobile Safari,0,0
6967,exposed,2020-07-04,11,Samsung SM-A600FN,6,Chrome Mobile WebView,0,1
6951,control,2020-07-04,15,Samsung SM-G950F,6,Facebook,0,1
6944,control,2020-07-04,20,Generic Smartphone,6,Chrome Mobile,0,1
6766,exposed,2020-07-04,10,iPhone,5,Mobile Safari,0,0
136,control,2020-07-04,3,Generic Smartphone,6,Chrome Mobile,0,0
6761,control,2020-07-04,9,Generic Smartphone,6,Chrome Mobile,1,0
139,control,2020-07-04,16,Generic Smartphone,6,Chrome Mobile,0,0
7320,control,2020-07-04,12,Generic Smartphone,6,Chrome Mobile,0,0
6745,exposed,2020-07-04,15,Generic Smartphone,6,Chrome Mobile,0,0
7324,control,2020-07-04,16,Generic Smartphone,6,Chrome Mobile,0,0
6725,control,2020-07-04,5,Generic Smartphone,6,Chrome Mobile,0,0
6719,control,2020-07-04,4,Samsung SM-G975F,6,Samsung Internet,0,0
6715,exposed,2020-07-04,16,Samsung $2,6,Samsung Internet,0,0
148,exposed,2020-07-04,5,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
6680,control,2020-07-04,18,Samsung SM-N960F,6,Chrome Mobile WebView,0,0
6679,control,2020-07-04,10,Samsung SM-A920F,6,Chrome Mobile WebView,0,0
6670,exposed,2020-07-04,7,Generic Smartphone,6,Chrome Mobile,0,1
8057,control,2020-07-04,17,iPhone,5,Chrome Mobile iOS,0,0
6639,control,2020-07-04,1,iPhone,5,Mobile Safari,0,0
6627,exposed,2020-07-04,16,Generic Smartphone,6,Chrome Mobile WebView,0,0
6604,control,2020-07-04,14,Generic Smartphone,6,Chrome Mobile,0,0
6600,exposed,2020-07-04,12,Generic Smartphone,6,Chrome Mobile,0,0
6599,exposed,2020-07-04,21,Generic Smartphone,6,Chrome Mobile,0,0
6593,exposed,2020-07-04,20,Samsung SM-G973F,6,Samsung Internet,0,0
6591,exposed,2020-07-04,20,Generic Smartphone,6,Chrome Mobile WebView,1,0
6586,exposed,2020-07-04,20,Generic Smartphone,6,Chrome Mobile,0,0
6767,exposed,2020-07-04,10,Generic Smartphone,6,Chrome Mobile,0,1
6770,control,2020-07-04,3,Samsung SM-J510FN,6,Chrome Mobile WebView,0,0
6771,control,2020-07-04,12,Generic Smartphone,6,Chrome Mobile,0,0
7316,exposed,2020-07-04,12,Samsung SM-G960F,6,Samsung Internet,0,1
6936,exposed,2020-07-04,10,Generic Smartphone,6,Chrome Mobile WebView,0,0
6933,control,2020-07-04,17,Nokia undefined$2$3,6,Chrome Mobile,0,0
6916,exposed,2020-07-04,19,Samsung SM-N960F,6,Chrome Mobile WebView,0,0
6914,control,2020-07-04,1,Generic Smartphone,6,Chrome Mobile,0,0
6913,control,2020-07-04,2,iPhone,5,Mobile Safari,0,0
6899,control,2020-07-04,9,Samsung SM-J530F,6,Samsung Internet,0,1
100,control,2020-07-04,16,Generic Smartphone,6,Chrome Mobile,1,0
6890,exposed,2020-07-04,6,Generic Smartphone,6,Chrome Mobile,0,0
6886,exposed,2020-07-04,1,Samsung SM-G970F,6,Chrome Mobile WebView,0,0
6884,exposed,2020-07-04,11,Generic Smartphone,6,Chrome Mobile,0,0
6882,exposed,2020-07-04,2,Generic Smartphone,6,Chrome Mobile,0,0
7440,control,2020-07-04,5,Generic Smartphone,6,Chrome Mobile,0,0
6880,control,2020-07-04,18,Generic Smartphone,6,Chrome Mobile,0,0
6864,exposed,2020-07-04,3,Samsung SM-N950F,6,Chrome Mobile WebView,0,0
6863,exposed,2020-07-04,7,FIG-LX1,6,Chrome Mobile WebView,1,0
107,control,2020-07-04,13,Generic Smartphone,6,Chrome Mobile,0,0
113,control,2020-07-04,6,Samsung SM-A202F,6,Facebook,0,0
6830,control,2020-07-04,0,Generic Smartphone,6,Chrome Mobile,0,0
8063,exposed,2020-07-04,1,Generic Smartphone,6,Chrome Mobile,1,0
6820,control,2020-07-04,5,Generic Smartphone,6,Chrome Mobile,0,0
6814,control,2020-07-04,6,Generic Smartphone,6,Chrome Mobile,0,0
6806,control,2020-07-04,7,Samsung SM-A405FN,6,Samsung Internet,0,0
6802,control,2020-07-04,11,Generic Smartphone,6,Chrome Mobile,0,0
128,exposed,2020-07-04,11,Samsung SM-G981B,6,Chrome Mobile WebView,1,0
6877,exposed,2020-07-04,18,Generic Smartphone,6,Chrome Mobile,0,0
5805,exposed,2020-07-04,15,iPhone,5,Mobile Safari,0,0
5800,control,2020-07-04,6,Samsung SM-C9000,6,Samsung Internet,0,0
5794,exposed,2020-07-04,4,Generic Smartphone,6,Chrome Mobile,0,0
4890,exposed,2020-07-04,1,Generic Smartphone,6,Chrome Mobile,0,0
4861,exposed,2020-07-04,12,Samsung SM-A405FN,6,Chrome Mobile WebView,0,0
4859,exposed,2020-07-04,8,iPhone,5,Mobile Safari,0,0
4858,control,2020-07-04,17,Generic Smartphone,6,Chrome Mobile,1,0
4848,exposed,2020-07-04,19,Generic Smartphone,6,Chrome Mobile,1,0
4830,exposed,2020-07-04,14,Samsung SM-J610FN,6,Chrome Mobile WebView,1,0
4829,exposed,2020-07-04,11,Generic Smartphone,6,Chrome Mobile,0,0
4826,control,2020-07-04,8,Generic Smartphone,6,Chrome Mobile,0,0
4818,exposed,2020-07-04,12,Generic Smartphone,6,Chrome Mobile,0,0
4815,control,2020-07-04,9,Generic Smartphone,6,Chrome Mobile,0,0
4811,control,2020-07-04,22,LG-$2,6,Facebook,1,0
4809,exposed,2020-07-04,11,Generic Smartphone,6,Chrome Mobile,0,1
4802,exposed,2020-07-04,11,Samsung SM-G950F,6,Chrome Mobile WebView,1,0
4801,exposed,2020-07-04,15,Generic Smartphone,6,Chrome Mobile,0,0
4800,exposed,2020-07-04,6,Generic Smartphone,6,Chrome Mobile,0,1
4793,exposed,2020-07-04,8,Generic Smartphone,6,Chrome Mobile,0,0
4780,control,2020-07-04,4,Samsung SM-J600FN,6,Samsung Internet,0,0
4777,exposed,2020-07-04,17,Generic Smartphone,6,Chrome Mobile,0,0
4770,exposed,2020-07-04,12,Generic Smartphone,6,Chrome Mobile,0,0
4769,exposed,2020-07-04,14,G3311,6,Facebook,0,0
8010,control,2020-07-04,4,Generic Smartphone,6,Chrome Mobile,0,1
4761,exposed,2020-07-04,4,iPhone,5,Mobile Safari,0,0
672,exposed,2020-07-04,14,Generic Smartphone,6,Chrome Mobile,0,0
631,exposed,2020-07-04,7,Generic Smartphone,6,Chrome Mobile,0,0
4752,exposed,2020-07-04,5,Samsung SM-G930F,6,Chrome Mobile WebView,0,0
4905,control,2020-07-04,13,Generic Smartphone,6,Chrome Mobile,0,0
4924,control,2020-07-04,5,Samsung SM-A320FL,6,Samsung Internet,0,0
5052,exposed,2020-07-04,19,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
5040,control,2020-07-04,9,Samsung SM-G973F,6,Facebook,0,0
5036,exposed,2020-07-04,13,Samsung SM-A705FN,6,Chrome Mobile WebView,0,0
597,control,2020-07-04,20,Generic Smartphone,6,Chrome Mobile,0,0
600,control,2020-07-04,6,Generic Smartphone,6,Chrome Mobile,0,0
7518,exposed,2020-07-04,6,Generic Smartphone,6,Chrome Mobile,0,0
603,control,2020-07-04,15,Generic Smartphone,6,Chrome Mobile,0,0
5014,exposed,2020-07-04,14,Samsung SM-G965F,6,Chrome Mobile WebView,1,0
607,control,2020-07-04,3,Generic Smartphone,6,Chrome Mobile,0,0
5005,exposed,2020-07-04,5,Generic Smartphone,6,Chrome Mobile,0,0
5004,control,2020-07-04,2,Generic Smartphone,6,Chrome Mobile,0,0
8018,control,2020-07-04,16,iPhone,5,Mobile Safari,0,0
611,exposed,2020-07-04,11,Generic Smartphone,6,Chrome Mobile,0,0
612,exposed,2020-07-04,15,Pixel 3a,6,Chrome Mobile WebView,0,0
4996,exposed,2020-07-04,13,Generic Smartphone,6,Facebook,0,0
4988,exposed,2020-07-04,15,Generic Smartphone,6,Chrome Mobile,0,1
1239,exposed,2020-07-04,2,Generic Smartphone,6,Chrome Mobile,0,1
4978,exposed,2020-07-04,3,Generic Smartphone,6,Chrome Mobile,0,0
4952,exposed,2020-07-04,11,Generic Smartphone,6,Chrome Mobile,0,0
625,control,2020-07-04,3,Samsung SM-G920F,6,Facebook,0,0
4938,exposed,2020-07-04,0,Generic Smartphone,6,Chrome Mobile,0,0
7528,control,2020-07-04,10,Generic Smartphone,6,Chrome Mobile,0,0
4926,exposed,2020-07-04,9,Moto $2,6,Chrome Mobile WebView,0,0
4910,exposed,2020-07-04,10,Samsung SM-G975F,6,Samsung Internet,0,0
4749,control,2020-07-04,12,iPhone,5,Mobile Safari,0,1
4748,exposed,2020-07-04,3,Samsung SM-A405FN,6,Chrome Mobile WebView,0,0
686,control,2020-07-04,7,Samsung SM-A105FN,6,Samsung Internet,0,0
4554,exposed,2020-07-04,15,F3111,6,Chrome Mobile WebView,0,0
8001,exposed,2020-07-04,6,iPhone,5,Chrome Mobile iOS,0,0
740,control,2020-07-04,0,SNE-LX1,6,Facebook,0,0
4540,exposed,2020-07-04,10,Generic Smartphone,6,Chrome Mobile,0,0
4536,control,2020-07-04,15,Samsung SM-G975F,6,Samsung Internet,0,0
7574,control,2020-07-04,6,Samsung SM-G901F,6,Samsung Internet,0,0
4531,control,2020-07-04,0,iPhone,5,Mobile Safari,0,0
4529,control,2020-07-04,11,Generic Smartphone,6,Chrome Mobile,0,1
4525,exposed,2020-07-04,7,Generic Smartphone,6,Chrome Mobile,0,0
4524,exposed,2020-07-04,20,Nokia undefined$2$3,6,Chrome Mobile,0,0
744,control,2020-07-04,9,Generic Smartphone,6,Chrome Mobile,0,0
746,exposed,2020-07-04,0,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
749,control,2020-07-04,17,Samsung SM-A600FN,6,Facebook,0,0
753,control,2020-07-04,3,Generic Smartphone,6,Chrome Mobile,0,0
4463,exposed,2020-07-04,9,Samsung SM-A505FN,6,Samsung Internet,0,1
756,control,2020-07-04,4,Generic Smartphone,6,Chrome Mobile,0,0
4457,control,2020-07-04,4,Generic Smartphone,6,Chrome Mobile,0,0
4456,exposed,2020-07-04,11,Generic Smartphone,6,Chrome Mobile,0,0
4455,exposed,2020-07-04,10,Generic Smartphone,6,Chrome Mobile,0,1
7585,control,2020-07-04,16,Nokia undefined$2$3,6,Chrome Mobile,0,0
4453,exposed,2020-07-04,5,Pixel 3a,6,Chrome Mobile WebView,0,0
4447,exposed,2020-07-04,9,Generic Smartphone,6,Chrome Mobile,0,0
757,exposed,2020-07-04,7,Generic Smartphone,6,Chrome Mobile,0,0
4564,control,2020-07-04,9,Generic Smartphone,6,Chrome Mobile,0,0
4566,exposed,2020-07-04,18,Generic Smartphone,6,Chrome Mobile,0,0
4571,exposed,2020-07-04,6,Generic Smartphone,6,Chrome Mobile,0,0
4574,control,2020-07-04,9,Samsung SM-G901F,6,Chrome Mobile WebView,0,0
4717,control,2020-07-04,14,Generic Smartphone,6,Chrome Mobile,0,0
4713,exposed,2020-07-04,18,Generic Smartphone,6,Chrome Mobile,0,0
4704,control,2020-07-04,9,Generic Smartphone,6,Chrome Mobile,0,0
4687,control,2020-07-04,9,Generic Smartphone,6,Chrome Mobile,0,0
4685,control,2020-07-04,4,Generic Smartphone,6,Chrome Mobile,0,1
4683,exposed,2020-07-04,4,Samsung SM-G973F,6,Samsung Internet,0,0
4681,exposed,2020-07-04,15,Samsung SM-G930F,6,Chrome Mobile WebView,0,0
7556,exposed,2020-07-04,3,Samsung SM-G970F,6,Facebook,0,0
4670,control,2020-07-04,8,Generic Smartphone,6,Chrome Mobile,0,0
4666,exposed,2020-07-04,0,Generic Smartphone,6,Chrome Mobile,0,0
7557,exposed,2020-07-04,8,Generic Smartphone,6,Chrome Mobile,0,1
5056,control,2020-07-04,7,iPhone,5,Mobile Safari,0,0
4645,exposed,2020-07-04,14,Samsung SM-G900F,6,Samsung Internet,0,0
4639,control,2020-07-04,12,Generic Smartphone,6,Chrome Mobile,0,0
4633,exposed,2020-07-04,9,Generic Smartphone,6,Chrome Mobile,0,0
4627,exposed,2020-07-04,4,Generic Smartphone,6,Chrome Mobile,0,0
711,control,2020-07-04,22,Generic Smartphone,6,Chrome Mobile,0,0
4610,control,2020-07-04,17,Generic Smartphone,6,Chrome Mobile,0,0
718,exposed,2020-07-04,9,Generic Smartphone,6,Chrome Mobile,1,0
4593,exposed,2020-07-04,21,Generic Smartphone,6,Chrome Mobile,0,0
4592,control,2020-07-04,8,Generic Smartphone,6,Chrome Mobile,0,0
4590,control,2020-07-04,1,Generic Smartphone,6,Chrome Mobile,0,0
7568,exposed,2020-07-04,10,Generic Smartphone,6,Chrome Mobile,0,0
4576,exposed,2020-07-04,9,Samsung SM-G955F,6,Chrome Mobile WebView,0,0
4643,exposed,2020-07-04,10,ANE-LX1,6,Chrome Mobile WebView,0,1
4443,exposed,2020-07-04,10,Generic Smartphone,6,Chrome Mobile,0,0
5063,exposed,2020-07-04,11,Generic Smartphone,6,Chrome Mobile,1,0
5077,exposed,2020-07-04,10,Generic Smartphone,6,Chrome Mobile,0,0
5622,exposed,2020-07-04,8,Generic Smartphone,6,Chrome Mobile,0,0
5605,exposed,2020-07-04,20,Generic Smartphone,6,Chrome Mobile,0,0
5602,exposed,2020-07-04,3,Generic Smartphone,6,Chrome Mobile WebView,0,0
443,control,2020-07-04,13,Generic Smartphone,6,Chrome Mobile,0,0
448,exposed,2020-07-04,2,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
5587,exposed,2020-07-04,2,Samsung SM-G903F,6,Chrome Mobile WebView,0,0
7463,exposed,2020-07-04,3,Generic Smartphone,6,Chrome Mobile,0,0
5580,exposed,2020-07-04,17,Nokia undefined$2$3,6,Chrome Mobile,0,0
5575,control,2020-07-04,3,Samsung SM-A600FN,6,Facebook,0,0
7465,control,2020-07-04,11,iPhone,5,Chrome Mobile iOS,1,0
5562,exposed,2020-07-04,6,Samsung SM-G950F,6,Chrome Mobile WebView,0,1
5561,exposed,2020-07-04,7,OnePlus ONEPLUS A5010,6,Chrome Mobile WebView,1,0
5560,exposed,2020-07-04,19,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
5558,control,2020-07-04,5,Pixel 2,6,Chrome Mobile WebView,0,0
5543,exposed,2020-07-04,12,Generic Smartphone,6,Chrome Mobile,0,1
460,control,2020-07-04,1,Generic Smartphone,6,Chrome Mobile,0,0
5526,exposed,2020-07-04,18,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
7471,control,2020-07-04,15,Samsung SM-J330FN,6,Chrome Mobile WebView,0,0
7474,control,2020-07-04,23,Generic Smartphone,6,Chrome Mobile,0,0
5498,control,2020-07-04,4,Generic Smartphone,6,Chrome Mobile,0,0
5488,exposed,2020-07-04,13,Generic Smartphone,6,Chrome Mobile,0,1
5483,control,2020-07-04,4,Generic Smartphone,6,Chrome Mobile,0,0
5474,exposed,2020-07-04,13,Generic Smartphone,6,Chrome Mobile,0,0
5624,exposed,2020-07-04,13,Generic Smartphone,6,Chrome Mobile,1,0
5470,control,2020-07-04,17,Generic Smartphone,6,Chrome Mobile,0,0
5627,control,2020-07-04,20,Generic Smartphone,6,Chrome Mobile,0,0
436,control,2020-07-04,1,Samsung SM-J530F,6,Facebook,0,0
5773,control,2020-07-04,3,Generic Smartphone,6,Chrome Mobile,0,0
5767,control,2020-07-04,3,Samsung SM-G975F,6,Facebook,0,0
5764,control,2020-07-04,9,Samsung SM-G935F,6,Facebook,0,1
7445,control,2020-07-04,2,Generic Smartphone,6,Chrome Mobile,0,0
5755,exposed,2020-07-04,3,BBF100-1,6,Chrome Mobile WebView,0,0
5753,control,2020-07-04,13,Samsung SM-G960F,6,Facebook,0,0
7447,exposed,2020-07-04,3,VTR-L09,6,Chrome Mobile WebView,0,0
5747,exposed,2020-07-04,15,Generic Smartphone,6,Chrome Mobile,0,0
406,control,2020-07-04,0,Generic Smartphone,6,Chrome Mobile,0,0
7449,exposed,2020-07-04,9,Generic Smartphone,6,Opera Mobile,0,0
5729,control,2020-07-04,3,Generic Smartphone,6,Chrome Mobile,0,0
5723,control,2020-07-04,15,Samsung SM-J600FN,6,Samsung Internet,0,0
413,control,2020-07-04,21,Generic Smartphone,6,Chrome Mobile,0,0
416,control,2020-07-04,9,Samsung SM-A715F,6,Samsung Internet,0,0
420,control,2020-07-04,5,Samsung SM-G965F,6,Facebook,0,0
5686,control,2020-07-04,19,iPhone,5,Mobile Safari,0,0
425,control,2020-07-04,5,Generic Smartphone,6,Chrome Mobile,0,0
5682,exposed,2020-07-04,17,I3312,6,Chrome Mobile WebView,0,0
5657,exposed,2020-07-04,16,Generic Smartphone,6,Chrome Mobile,0,0
5656,control,2020-07-04,5,Samsung SM-J330FN,6,Samsung Internet,0,0
432,control,2020-07-04,2,Generic Smartphone,6,Chrome Mobile,0,0
7457,exposed,2020-07-04,16,Samsung SM-A105F,6,Facebook,0,0
5641,exposed,2020-07-04,18,Samsung SM-A105FN,6,Samsung Internet,0,0
5634,exposed,2020-07-04,13,Generic Smartphone,6,Chrome Mobile,0,0
5444,exposed,2020-07-04,2,Generic Smartphone,6,Chrome Mobile WebView,0,0
5437,control,2020-07-04,10,Generic Smartphone,6,Chrome Mobile,0,0
5434,control,2020-07-04,3,iPhone,5,Mobile Safari,0,0
5236,control,2020-07-04,19,Generic Smartphone,6,Chrome Mobile,0,0
5235,control,2020-07-04,14,Generic Smartphone,6,Chrome Mobile,0,0
7500,control,2020-07-04,1,CLT-L09,6,Facebook,0,0
5223,exposed,2020-07-04,11,Generic Smartphone,6,Chrome Mobile,0,0
5212,control,2020-07-04,12,Generic Smartphone,6,Chrome Mobile,0,0
5207,control,2020-07-04,2,CLT-L09,6,Facebook,0,0
5199,control,2020-07-04,1,Generic Smartphone,6,Chrome Mobile,0,0
5193,exposed,2020-07-04,5,Generic Smartphone,6,Chrome Mobile,1,0
555,control,2020-07-04,11,Generic Smartphone,6,Chrome Mobile WebView,0,0
556,control,2020-07-04,21,Samsung SM-A705FN,6,Facebook,0,1
5174,exposed,2020-07-04,3,Generic Smartphone,6,Facebook,0,0
5173,exposed,2020-07-04,19,Samsung SM-G935F,6,Samsung Internet,0,1
8026,control,2020-07-04,1,Generic Smartphone,6,Chrome Mobile,0,0
5169,exposed,2020-07-04,5,Generic Smartphone,6,Chrome Mobile,0,0
5166,control,2020-07-04,13,Generic Smartphone,6,Chrome Mobile,0,0
5165,control,2020-07-04,10,iPhone,5,Mobile Safari,0,0
5141,exposed,2020-07-04,14,LG-$2,6,Chrome Mobile,0,0
574,exposed,2020-07-04,16,Generic Smartphone,6,Chrome Mobile WebView,0,0
5113,control,2020-07-04,21,Samsung SM-G925F,6,Chrome Mobile WebView,0,0
5112,control,2020-07-04,1,VKY-L09,6,Facebook,0,0
5104,control,2020-07-04,17,Generic Smartphone,6,Chrome Mobile,0,1
5099,control,2020-07-04,11,Samsung SM-A530F,6,Samsung Internet,1,0
7515,control,2020-07-04,8,Generic Smartphone,6,Chrome Mobile,0,0
5256,control,2020-07-04,8,Generic Smartphone,6,Chrome Mobile,1,0
5258,exposed,2020-07-04,13,F3311,6,Chrome Mobile WebView,1,0
